fdda1532-665f-4a92-a119-7340bc122942,4f0cf3e6-8e7e-47aa-9edc-d8e417d86540,materialTemplate_to_materialSpec
94b09856-8b48-4f09-8db7-68d73a2a06c1,133a4fac-c0d7-4f20-87ec-95c79bda55bd,materialTemplate_to_materialSpec
fdda1532-665f-4a92-a119-7340bc122942,8223ad46-c6ee-4ed9-a341-81678c46243d,materialTemplate_to_materialSpec
0c6a24ff-af33-4ebb-9b84-b7940b321fce,3c804f16-94f8-402a-96df-ec449a11e527,materialTemplate_to_materialSpec
94b09856-8b48-4f09-8db7-68d73a2a06c1,d128056c-d66a-465a-8bf7-5e6d19d23803,materialTemplate_to_materialSpec
fdda1532-665f-4a92-a119-7340bc122942,da9079d4-a532-4a71-abfd-9c46a38bc0ea,materialTemplate_to_materialSpec
94b09856-8b48-4f09-8db7-68d73a2a06c1,9cb0f23f-966e-4cad-b1a6-cba1f39c6c55,materialTemplate_to_materialSpec
f1dfd5e0-8ec2-4a0e-8e3e-dec94ed1a55f,categorical_bounds 5,property_to_category
f1dfd5e0-8ec2-4a0e-8e3e-dec94ed1a55f,categorical_bounds 6,property_to_category
f1dfd5e0-8ec2-4a0e-8e3e-dec94ed1a55f,categorical_bounds 7,property_to_category
07cbf22d-5816-42a2-a505-c90518c6a426,categorical_bounds 8,property_to_category
07cbf22d-5816-42a2-a505-c90518c6a426,categorical_bounds 9,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 10,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 11,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 12,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 13,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 14,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 15,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 16,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 17,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 18,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 19,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 20,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 21,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 22,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 23,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 24,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 25,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 26,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 27,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 28,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 29,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 30,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 31,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 32,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 33,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 34,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 35,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 36,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 37,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 38,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 39,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 40,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 41,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 42,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 43,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 44,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 45,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 46,property_to_category
95f90db8-c4a1-4840-b3e6-c4d0bc220f73,categorical_bounds 47,property_to_category
