fdd9818d-bc70-4927-9d07-6b0230ae7387,,,,,,,[],,material_spec,,"{'id': '6c24f8cc-e763-42e2-bd83-48c111e6a950', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Composition AAA09,[],,,material_spec
f45c5665-105a-4c5a-899c-7782b78ea113,,,,,,,[],,process_spec,,"{'id': '13048c1c-48cc-404e-8874-a885504b0415', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Select AAA09,[],,,process_spec
6c24f8cc-e763-42e2-bd83-48c111e6a950,,,,,,,[],,material_template,Composition selected to be fabricated and characterized,,,,Alloy Composition,,,,material_template
8c71110e-8982-452f-8f6b-c79866e08ba7,,,None,,,None,[],[],ingredient_spec,,,None,None,Composition AAA06 Ing.,[],None,,ingredient_spec
f37d9203-60ed-4821-b3e3-d5ea62ce1a36,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding V for AAA06,[],,,process_spec
93187535-0cc5-4e7f-add4-442297b557d3,,,,,,,[],,material_spec,,"{'id': '6c24f8cc-e763-42e2-bd83-48c111e6a950', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Composition AAA06,[],,,material_spec
4b9b84ac-3247-44ca-a81b-47bf316e8209,,,None,,,None,[],[],ingredient_run,,,None,None,Al in AAA03 Ing.,[],None,,ingredient_run
c9d4f198-e0ea-4fe8-984f-2a5e49c1f9aa,,,,None,,,"['composition_id::AAA03', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Mix elements of AAA03,[],,,process_run
ff20c307-5f3a-487c-b9c1-0324c5cf3aff,production,,,,,,"['composition_id::AAA03', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Al in AAA03,[],,,material_run
fd367a02-1e5c-46e6-ad1b-3c98d9b99dd2,,,None,,,None,[],[],ingredient_spec,,,None,None,Al in AAA03 Ing.,[],None,,ingredient_spec
434ddbab-bfb3-4b40-824c-e04083cfaff8,,,,,,,[],,material_spec,,"{'id': 'a90db840-7d17-42cf-8515-642cbae0bcf8', 'scope': 'auto', 'type': 'link_by_uid'}",None,,"Alloy (AAA10-VAM-B): T. Sample (Tensile, T08)",[],,,material_spec
77049890-d626-46ac-b3f1-2ff34b740de1,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA10-VAM-B): Traveler,[],,,process_spec
a90db840-7d17-42cf-8515-642cbae0bcf8,,,,,,,[],,material_template,Traveler sample,,,,Traveler Sample,,,,material_template
2758afbd-682a-4bf1-8521-f0f2bf5d94eb,,,None,,,None,[],[],ingredient_spec,,,None,None,Alloy (AAA03-VAM-B): Traveler Ing.,[],None,,ingredient_spec
663533ad-dd9b-4641-87fb-baa07245ff09,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA03-VAM-B): Traveler,[],,,process_spec
9f198dac-6fce-4797-b37a-5f1fd37b7013,,,,,,,[],,material_spec,,"{'id': 'b35eeea8-99ef-411e-b5b7-016c86e8176c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Alloy (AAA03-VAM-B): Traveler,[],,,material_spec
a2ceb66c-476a-48c8-b0b7-e769710dbbf2,,,,,,,[],,process_spec,,"{'id': 'a7dcab73-acb6-41ae-86fa-0dafd5e0da64', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Mix elements of AAA02,[],,,process_spec
a7dcab73-acb6-41ae-86fa-0dafd5e0da64,,,,,[],,[],,process_template,"Mixing individual elements of the composition to make the initial mixture for the alloy 
                ",,,,Mixing,,,[],process_template
73e565e7-3b21-4c69-a7e5-6a01dd27bead,,,,,,,[],,material_spec,,"{'id': '6c24f8cc-e763-42e2-bd83-48c111e6a950', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Composition AAA02,[],,,material_spec
718b3547-def2-416f-97ac-774d4c0665d7,,,,,,,[],,process_spec,,"{'id': '13048c1c-48cc-404e-8874-a885504b0415', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Select AAA02,[],,,process_spec
4ad23189-a9aa-41df-8db6-e4bd087c0524,,,None,,,None,[],[],ingredient_run,,,None,None,Al in AAA10 Ing.,[],None,,ingredient_run
ed485f73-a3d1-43d9-8593-9d8d73d041f7,,,,None,,,"['composition_id::AAA10', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Mix elements of AAA10,[],,,process_run
c7ea7903-1556-48d8-99e5-fb73832d6f1a,production,,,,,,"['composition_id::AAA10', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Al in AAA10,[],,,material_run
eaa65380-ac07-475f-ab62-95dc0d4d5f77,,,None,,,None,[],[],ingredient_spec,,,None,None,Al in AAA10 Ing.,[],None,,ingredient_spec
ee140ade-31a6-4ac9-8c90-1018423f2d4a,,,,,,,[],,process_spec,,"{'id': 'f9a3d5f1-ed7c-4df0-bf41-6d2fdf8ecf70', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Homogenizing Alloy (AAA03-VAM-B),[],,,process_spec
f9a3d5f1-ed7c-4df0-bf41-6d2fdf8ecf70,,,,,[],,[],,process_template,"Homogenizing
                ",,,,Homogenization,,,[],process_template
8e948377-421a-436b-ac6d-89cfb3420db2,,,,"{'performed_by': 'Wenle & Daniel', 'performed_date': '2022-09-27', 'type': 'performed_source'}",,,"['composition_id::AAA01', 'batch::B', 'fabrication_method::VAM']",,measurement_run,,,None,,Weigh Fe for AAA01,[],,,measurement_run
836773e4-1673-4fc3-8ddf-68fe8431d068,production,,,,,,"['composition_id::AAA01', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Fe in AAA01,[],,,material_run
e209580f-3039-4f0b-a3a4-557c082fa31b,,,,,,,[],,measurement_spec,,"{'id': '17d5cde1-f51d-4e68-88b3-d9fa1923cd02', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Weigh Fe for AAA01,[],,,measurement_spec
d779e40f-5155-4bb4-8aee-534ecd3da7de,,,None,,,None,[],[],ingredient_spec,,,None,None,Alloy (AAA04-VAM-B): Traveler Ing.,[],None,,ingredient_spec
60d9b540-6797-4eb0-8f7b-6b5b4b0871b5,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA04-VAM-B): Traveler,[],,,process_spec
351586ca-9093-441c-a6e6-f879b47a8154,,,,,,,[],,material_spec,,"{'id': 'b35eeea8-99ef-411e-b5b7-016c86e8176c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Alloy (AAA04-VAM-B): Traveler,[],,,material_spec
da05d88c-15bd-4398-81dc-da1d9823c933,,,,,,,[],,measurement_spec,,"{'id': '17d5cde1-f51d-4e68-88b3-d9fa1923cd02', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Weigh V for AAA06,[],,,measurement_spec
17d5cde1-f51d-4e68-88b3-d9fa1923cd02,,,,,,,[],,measurement_template,The measurement of weight,,,,Weighting,,,,measurement_template
206d3b4e-42e9-4412-aa4b-f0fc4a90075e,,,,"{'performed_by': 'Michael', 'performed_date': '2022-10-02', 'type': 'performed_source'}",,,"['composition_id::AAA14', 'batch::B', 'fabrication_method::VAM', 'start_date::2022-09-28', 'finish_date::2022-10-02', 'time_spent::6:00']",,process_run,,,None,,Homogenizing Alloy (AAA14-VAM-B),[],,,process_run
f36202fb-14c5-4454-87cf-4cfd0788d05d,,,,,,,[],,process_spec,,"{'id': 'f9a3d5f1-ed7c-4df0-bf41-6d2fdf8ecf70', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Homogenizing Alloy (AAA14-VAM-B),[],,,process_spec
df86b96b-b123-40a9-b39a-607e4a222eaa,,,None,,,None,[],[],ingredient_spec,,,None,None,Arc Melted Alloy (AAA04-VAM-B) Ing.,[],None,,ingredient_spec
41816304-67b4-49ed-aa99-0c3d91768069,,,,,,,[],,process_spec,,"{'id': 'f9a3d5f1-ed7c-4df0-bf41-6d2fdf8ecf70', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Homogenizing Alloy (AAA04-VAM-B),[],,,process_spec
a38fddaf-52c7-4dcf-a003-c84b93f2e555,,,,,,,[],,material_spec,,"{'id': '18f126e4-807e-426c-90fa-335155007fce', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Arc Melted Alloy (AAA04-VAM-B),[],,,material_spec
f1ae6186-572b-4eab-8015-89f062805525,,,None,,,None,[],[],ingredient_run,,,None,None,Forged Alloy (AAA11-VAM-B) Ing.,[],None,,ingredient_run
940f0bfd-9255-49a3-ace1-5a8526822d9c,,,,None,,,"['composition_id::AAA11', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Setting traveler for Alloy (AAA11-VAM-B),[],,,process_run
a5b85707-8706-4d88-9551-acdf07a4fd67,None,,,,,,"['composition_id::AAA11', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Forged Alloy (AAA11-VAM-B),[],,,material_run
881b2b97-5569-433f-b611-2ca82afda121,,,None,,,None,[],[],ingredient_spec,,,None,None,Forged Alloy (AAA11-VAM-B) Ing.,[],None,,ingredient_spec
ec40e1f1-35d1-4d63-98fe-b512b8113346,,,None,,,None,[],[],ingredient_run,,,None,None,"Alloy (AAA02-VAM-B): T. Sample (Tensile, T08) Ing.",[],None,,ingredient_run
d8b6bd79-a272-4fc5-826d-0fcdf5ceebbd,,,,None,,,[],,process_run,,,None,,Aggregating Tensile samples,[],,,process_run
1412a40d-7843-479e-939c-5e257107b216,None,,,,,,"['composition_id::AAA02', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,"Alloy (AAA02-VAM-B): T. Sample (Tensile, T08)",[],,,material_run
d7565d4a-bc7e-448c-8c30-0bec2eb4e3c5,,,None,,,None,[],[],ingredient_spec,,,None,None,"Alloy (AAA02-VAM-B): T. Sample (Tensile, T08) Ing.",[],None,,ingredient_spec
abfe73fc-3627-4e90-a79b-558655cabf4c,,,,None,,,"['composition_id::AAA07', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Fe for AAA07,[],,,process_run
8005ff4a-c280-40fd-91eb-5d78fc15c822,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Fe for AAA07,[],,,process_spec
a8df83c8-1800-4966-aaa2-3fe34d50c5ca,,,,None,,,"['composition_id::AAA13', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Extract sample from Alloy (AAA13-VAM-B): Traveler,[],,,process_run
33d56562-f612-4e00-9756-5965e355c0d9,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA13-VAM-B): Traveler,[],,,process_spec
76e8ce58-89fd-43bd-b3bd-94df8e026ff7,production,,,,,,"['composition_id::AAA02', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Fe in AAA02,[],,,material_run
799a7ba7-37b6-488c-bf3a-71b9cd800127,,,,None,,,"['composition_id::AAA02', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Fe for AAA02,[],,,process_run
ac34777f-bfd5-48c7-83dc-4671ca0e5077,,,,,,,[],,material_spec,,"{'id': '901ee93f-6feb-499a-863b-f37e5203f126', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Fe in AAA02,[],,,material_spec
9d1bb2b0-0dcb-4401-a77a-48be001eb5fd,,,None,,,None,[],[],ingredient_run,,,None,None,Arc Melted Alloy (AAA15-VAM-B) Ing.,[],None,,ingredient_run
6b02022d-b03f-4218-a03c-1933dc89325f,,,,"{'performed_by': 'Michael', 'performed_date': '2022-10-02', 'type': 'performed_source'}",,,"['composition_id::AAA15', 'batch::B', 'fabrication_method::VAM', 'start_date::2022-09-28', 'finish_date::2022-10-02', 'time_spent::6:00']",,process_run,,,None,,Homogenizing Alloy (AAA15-VAM-B),[],,,process_run
ac8c6bb4-889b-49d5-bdaf-8ca53ed3d4d0,None,,,,,,"['composition_id::AAA15', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Arc Melted Alloy (AAA15-VAM-B),[],,,material_run
3e8baecb-7cb4-474f-bee5-258e810d556d,,,None,,,None,[],[],ingredient_spec,,,None,None,Arc Melted Alloy (AAA15-VAM-B) Ing.,[],None,,ingredient_spec
722cbb31-ea90-42b7-9451-f928386ca9b0,,,None,,,None,[],[],ingredient_run,,,None,None,Alloy (AAA07-VAM-B): Traveler Ing.,[],None,,ingredient_run
ba1ad9b1-1053-4f1a-b1f1-7ca68680ec40,,,,None,,,"['composition_id::AAA07', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Extract sample from Alloy (AAA07-VAM-B): Traveler,[],,,process_run
a6e2ab91-4df8-45f4-a1ae-1152d6018e5d,None,,,,,,"['composition_id::AAA07', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Alloy (AAA07-VAM-B): Traveler,[],,,material_run
c87002df-d8e3-4614-a098-57007174e4cd,,,None,,,None,[],[],ingredient_spec,,,None,None,Alloy (AAA07-VAM-B): Traveler Ing.,[],None,,ingredient_spec
f5844b4c-28a0-4161-9b3a-3ec1ee93f7ff,,,,None,,,[],,process_run,,,None,,Aggregating NI samples,[],,,process_run
e44b5200-c140-4a97-9bc9-9aa3ff6f52fa,,,,,,,[],,process_spec,,"{'id': '01290dfb-a495-49d3-aa29-645625cd2525', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Aggregating NI samples,[],,,process_spec
546a04f0-cbb4-4a31-b971-9638948c6317,,,,None,,,"['composition_id::AAA05', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Al for AAA05,[],,,process_run
a894cdda-f270-4421-a8ca-152ef31f39fd,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Al for AAA05,[],,,process_spec
a40a163f-34f1-41c4-af24-89cf9244a684,,,,None,,,"['composition_id::AAA06', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Extract sample from Alloy (AAA06-VAM-B): Traveler,[],,,process_run
b457bf64-c835-4ad9-9e58-4798448013eb,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA06-VAM-B): Traveler,[],,,process_spec
4a954d95-2a15-4d6d-a52f-3b7958d22577,,,,None,,,"['composition_id::AAA11', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Fe for AAA11,[],,,process_run
6f33a0fa-b31c-4208-b8ef-11618414fe2e,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Fe for AAA11,[],,,process_spec
9ee0b90a-c81d-4db2-a306-ed99e3e9082c,,,,,,,[],,material_spec,,"{'id': '901ee93f-6feb-499a-863b-f37e5203f126', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Al in AAA03,[],,,material_spec
87cc5a6b-b113-4d0e-a362-a7aeaf932d9c,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Al for AAA03,[],,,process_spec
008baab8-49ad-41fe-bf9a-b17c5abb5204,,,,,,,[],,material_spec,,"{'id': '901ee93f-6feb-499a-863b-f37e5203f126', 'scope': 'auto', 'type': 'link_by_uid'}",None,,V in AAA08,[],,,material_spec
e67ae110-2ff3-4d9d-a2c2-d05bb6440275,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding V for AAA08,[],,,process_spec
2f7b520e-f3ef-48c0-9fe4-6d1acb9e9211,,,,None,,,"['measurement_name::NI', 'measurement_id::T04', 'composition_id::AAA15', 'batch::B', 'fabrication_method::VAM']",,measurement_run,,,None,,NI charact. for Alloy (AAA15-VAM-B) (T04),[],,,measurement_run
04d8a608-99b3-4806-9600-50920f36b8fe,None,,,,,,"['composition_id::AAA15', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,"Alloy (AAA15-VAM-B): T. Sample (NI, T04)",[],,,material_run
ba255ceb-2993-4279-b81a-0431a422074a,,,,,,,[],,measurement_spec,,"{'id': 'd1b75282-2ab2-4e8d-9e7c-c0d35c9f3713', 'scope': 'auto', 'type': 'link_by_uid'}",None,,NI charact. for Alloy (AAA15-VAM-B) (T04),[],,,measurement_spec
e7a21863-9bb7-4cc6-97a8-f5b971866c8b,,,None,,,None,[],[],ingredient_spec,,,None,None,Inferred Alloy Compositions Ing.,[],None,,ingredient_spec
b0c9532f-6543-4822-b047-ee894f30aa05,,,,,,,[],,process_spec,,"{'id': '13048c1c-48cc-404e-8874-a885504b0415', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Select AAA11,[],,,process_spec
3e4a0cff-ed65-459c-b89f-70c1bc5dd2b7,,,,,,,[],,material_spec,,"{'id': 'f4480a9d-f986-4f36-8dfb-0b4ce46b34d0', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Inferred Alloy Compositions,"[{'filename': 'HTMDEC AAA Summary Synthesis Results.xlsx', 'type': 'file_link', 'url': '/srv/hemi01-j01/htmdec/birdshot/excel_sheets/HTMDEC AAA Summary Synthesis Results.xlsx'}]",,,material_spec
fb524500-bb11-408d-a9c7-bee237d49969,,,None,,,None,[],[],ingredient_run,,,None,None,Al in AAA02 Ing.,[],None,,ingredient_run
0d00cccc-a2d4-4fc4-98a9-f58b43dc7fec,,,,None,,,"['composition_id::AAA02', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Mix elements of AAA02,[],,,process_run
e8b7cd51-626a-440c-9413-8944329bcf59,production,,,,,,"['composition_id::AAA02', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Al in AAA02,[],,,material_run
470186bc-20e8-452e-be00-a9284bcbcd42,,,None,,,None,[],[],ingredient_spec,,,None,None,Al in AAA02 Ing.,[],None,,ingredient_spec
3d004db8-3f0f-4446-8ca9-0a405326d250,,,None,,,None,[],[],ingredient_spec,,,None,None,Composition AAA08 Ing.,[],None,,ingredient_spec
562cb182-f885-4d07-9a39-cf726cf2753a,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Co for AAA08,[],,,process_spec
7431ad44-da2c-429f-a993-b0fdd5d83829,,,,,,,[],,material_spec,,"{'id': '6c24f8cc-e763-42e2-bd83-48c111e6a950', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Composition AAA08,[],,,material_spec
998e180a-2a4d-42f1-8371-683937626a25,,,None,,,None,[],[],ingredient_spec,,,None,None,Alloy (AAA02-VAM-B): Traveler Ing.,[],None,,ingredient_spec
82ccd752-f614-4ab4-831c-b4c71ef8f265,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA02-VAM-B): Traveler,[],,,process_spec
ee0a6260-4fec-4a3a-b113-f0e08533321f,,,,,,,[],,material_spec,,"{'id': 'b35eeea8-99ef-411e-b5b7-016c86e8176c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Alloy (AAA02-VAM-B): Traveler,[],,,material_spec
38abd09d-55d0-4080-b17a-20c422b516ef,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Fe for AAA06,[],,,process_spec
5d66410b-b520-49a7-8181-d32811699cb6,,,,,[],,[],,process_template,"Adding the correct ingredients to produce a mixture that can go through
                fabrication procedure
                ",,,,Add Material,,,[],process_template
1795d575-5494-4bb2-8397-daf15555f745,,,,,,,[],,process_spec,,"{'id': 'bce1a25f-a686-4286-b393-8002af99b96c', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Extract sample from Alloy (AAA16-VAM-B): Traveler,[],,,process_spec
bce1a25f-a686-4286-b393-8002af99b96c,,,,,[],,[],,process_template,"extracting a single sample, such as T01, from the traveler
                ",,,,Setting Traveler Sample,,,[],process_template
7ef553e5-f93a-44c9-a74c-45fe2f3cec66,,,,None,,,"['composition_id::AAA06', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Al for AAA06,[],,,process_run
41d40650-9888-4b7a-84d7-b0c4d8f94ca8,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Al for AAA06,[],,,process_spec
9dddfa8d-09e8-4b89-ad82-fa85e2875446,production,,,,,,"['composition_id::AAA08', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,Fe in AAA08,[],,,material_run
df41b99f-cf76-428f-ad97-83d6d6f5105f,,,,None,,,"['composition_id::AAA08', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Fe for AAA08,[],,,process_run
a19e9e07-c979-4f5e-8e0f-3cd161fd6316,,,,,,,[],,material_spec,,"{'id': '901ee93f-6feb-499a-863b-f37e5203f126', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Fe in AAA08,[],,,material_spec
68cbc456-ce1d-41dc-b3c1-97f05c2e5886,,,None,,,None,[],[],ingredient_run,,,None,None,"Alloy (AAA12-VAM-B): T. Sample (SEM, T02) Ing.",[],None,,ingredient_run
5874bd9e-4051-411a-92b5-727595e29c02,,,,None,,,[],,process_run,,,None,,Aggregating SEM samples,[],,,process_run
45a78dad-65ca-4e68-aedf-92de075f34ba,None,,,,,,"['composition_id::AAA12', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,"Alloy (AAA12-VAM-B): T. Sample (SEM, T02)",[],,,material_run
d4fb8ca5-9fec-49b4-805b-ce6d08580cad,,,None,,,None,[],[],ingredient_spec,,,None,None,"Alloy (AAA12-VAM-B): T. Sample (SEM, T02) Ing.",[],None,,ingredient_spec
5b34a235-98e4-4027-9f36-834b672a2f9f,,,,None,,,"['composition_id::AAA10', 'batch::B', 'fabrication_method::VAM']",,process_run,,,None,,Adding Al for AAA10,[],,,process_run
da49c8be-3fd2-445e-ab8b-34154f4fbd44,,,,,,,[],,process_spec,,"{'id': '5d66410b-b520-49a7-8181-d32811699cb6', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Adding Al for AAA10,[],,,process_spec
91004c54-9cbf-4e26-b5b3-4eadb024ac99,,,,"{'performed_by': 'Wenle & Daniel', 'performed_date': '2022-09-27', 'type': 'performed_source'}",,,"['composition_id::AAA08', 'batch::B', 'fabrication_method::VAM']",,measurement_run,,,None,,Weigh V for AAA08,[],,,measurement_run
6d85dabc-dc49-4e9a-9f5b-a8d08b17e7d9,production,,,,,,"['composition_id::AAA08', 'batch::B', 'fabrication_method::VAM']",,material_run,,,None,,V in AAA08,[],,,material_run
b48518e6-47d4-4721-aab1-cb2c52cc5f27,,,,,,,[],,measurement_spec,,"{'id': '17d5cde1-f51d-4e68-88b3-d9fa1923cd02', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Weigh V for AAA08,[],,,measurement_spec
2a341e69-0556-4aa2-ab73-559eb10e5ec6,,,,,,,[],,process_spec,,"{'id': '13048c1c-48cc-404e-8874-a885504b0415', 'scope': 'auto', 'type': 'link_by_uid'}",None,,Select AAA05,[],,,process_spec
13048c1c-48cc-404e-8874-a885504b0415,,,,,[],,[],,process_template,"Selecting a composition from suggested compositions by Bayesian inference
                ",,,,Select Composition,,,[],process_template
1412c496-e14c-4e94-bf6e-031b4ca00db9,,,None,,,None,[],[],ingredient_run,,,None,None,Composition AAA02 Ing.,[],None,,ingredient_run
c2c8acc9-52bf-4c7c-86f0-fc7881b374fc,None,,,,,,"['composition_id::AAA02', 'batch::B', 'fabrication_method::VAM', 'Co::30', 'Cr::10', 'Fe::5', 'Ni::45', 'V::10', 'Al::0']",,material_run,,,None,,Composition AAA02,"[{'filename': 'root', 'type': 'file_link', 'url': '/srv/hemi01-j01/htmdec/birdshot/final_data/AAA/VAM/B/AAA02/T01'}, {'filename': 'T06', 'type': 'file_link', 'url': '/srv/hemi01-j01/htmdec/birdshot/final_data/AAA/VAM/B/AAA02/T01/T06'}]",,,material_run
c49e1973-997b-4196-9937-3552176bdea6,,,None,,,None,[],[],ingredient_spec,,,None,None,Composition AAA02 Ing.,[],None,,ingredient_spec
ff6fc8a9-9955-4e61-ac07-88615eced5cb,,,None,,,None,[],[],ingredient_run,,,None,None,Inferred Alloy Compositions Ing.,[],None,,ingredient_run
